,datum,sat,stanica,smjer vjetra,brzina vjetra (m/s),pritisak (hPa),temp.(°C),rel.vlažnost (%),kol.padavina (mm)
14,02.12.2020.,13:00,Sarajevo,WSW,0.8,940.0,-1.4,75,
14,02.12.2020.,14:00,Sarajevo,WSW,0.8,939.8,-1.4,77,
14,02.12.2020.,14:00,Sarajevo,WSW,0.8,939.8,-1.4,77,
14,02.12.2020.,14:00,Sarajevo,WSW,0.8,939.8,-1.4,77,
14,02.12.2020.,14:00,Sarajevo,WSW,0.8,939.8,-1.4,77,
14,02.12.2020.,15:00,Sarajevo,WSW,0.6,939.8,-1.1,79,
14,02.12.2020.,15:00,Sarajevo,WSW,0.6,939.8,-1.1,79,
14,02.12.2020.,16:00,Sarajevo,W,0.6,939.7,-1.0,84,0.4
14,02.12.2020.,16:00,Sarajevo,W,0.6,939.7,-1.0,84,0.4
14,02.12.2020.,17:00,Sarajevo,W,0.6,939.7,-1.3,86,0.1
14,02.12.2020.,17:00,Sarajevo,W,0.6,939.7,-1.3,86,0.1
14,03.12.2020.,07:00,Sarajevo,ESE,7.1,933.3,7.8,80,0.3
14,03.12.2020.,07:00,Sarajevo,ESE,7.1,933.3,7.8,80,0.3
14,03.12.2020.,07:00,Sarajevo,ESE,7.1,933.3,7.8,80,0.3
14,03.12.2020.,08:00,Sarajevo,ESE,8.6,933.5,8.4,77,0.2
14,03.12.2020.,08:00,Sarajevo,ESE,8.6,933.5,8.4,77,0.2
14,03.12.2020.,08:00,Sarajevo,ESE,8.6,933.5,8.4,77,0.2
14,03.12.2020.,08:00,Sarajevo,ESE,8.6,933.5,8.4,77,0.2
14,03.12.2020.,09:00,Sarajevo,ESE,7.6,933.9,8.9,75,
14,03.12.2020.,09:00,Sarajevo,ESE,7.6,933.9,8.9,75,
14,03.12.2020.,09:00,Sarajevo,ESE,7.6,933.9,8.9,75,
14,03.12.2020.,09:00,Sarajevo,ESE,7.6,933.9,8.9,75,
14,03.12.2020.,10:00,Sarajevo,ESE,5.9,934.0,11.2,64,
14,03.12.2020.,10:00,Sarajevo,ESE,5.9,934.0,11.2,64,
14,03.12.2020.,10:00,Sarajevo,ESE,5.9,934.0,11.2,64,
14,03.12.2020.,10:00,Sarajevo,ESE,5.9,934.0,11.2,64,
14,03.12.2020.,11:00,Sarajevo,S,2.5,934.2,10.7,73,0.3
14,03.12.2020.,11:00,Sarajevo,S,2.5,934.2,10.7,73,0.3
14,03.12.2020.,11:00,Sarajevo,S,2.5,934.2,10.7,73,0.3
14,03.12.2020.,11:00,Sarajevo,S,2.5,934.2,10.7,73,0.3
14,03.12.2020.,12:00,Sarajevo,S,2.0,933.9,9.9,77,1.7
14,03.12.2020.,12:00,Sarajevo,S,2.0,933.9,9.9,77,1.7
14,03.12.2020.,12:00,Sarajevo,S,2.0,933.9,9.9,77,1.7
14,03.12.2020.,12:00,Sarajevo,S,2.0,933.9,9.9,77,1.7
14,03.12.2020.,13:00,Sarajevo,ESE,3.0,932.6,9.2,79,0.3
14,03.12.2020.,13:00,Sarajevo,ESE,3.0,932.6,9.2,79,0.3
14,03.12.2020.,13:00,Sarajevo,ESE,3.0,932.6,9.2,79,0.3
14,03.12.2020.,13:00,Sarajevo,ESE,3.0,932.6,9.2,79,0.3
14,03.12.2020.,14:00,Sarajevo,SSE,1.1,931.5,8.5,86,
14,03.12.2020.,14:00,Sarajevo,SSE,1.1,931.5,8.5,86,
14,03.12.2020.,14:00,Sarajevo,SSE,1.1,931.5,8.5,86,
14,03.12.2020.,14:00,Sarajevo,SSE,1.1,931.5,8.5,86,
14,03.12.2020.,15:00,Sarajevo,ESE,4.8,931.0,11.5,63,
14,03.12.2020.,16:00,Sarajevo,E,2.9,931.4,11.3,63,
14,03.12.2020.,17:00,Sarajevo,ESE,1.5,931.7,10.4,68,
14,04.12.2020.,07:00,Sarajevo,E,2.4,929.0,9.0,67,
14,04.12.2020.,08:00,Sarajevo,ESE,2.2,929.1,9.1,68,
14,04.12.2020.,08:00,Sarajevo,ESE,2.2,929.1,9.1,68,
14,04.12.2020.,08:00,Sarajevo,ESE,2.2,929.1,9.1,68,
14,04.12.2020.,08:00,Sarajevo,ESE,2.2,929.1,9.1,68,
14,04.12.2020.,09:00,Sarajevo,ESE,3.8,929.4,9.6,67,
14,04.12.2020.,09:00,Sarajevo,ESE,3.8,929.4,9.6,67,
14,04.12.2020.,09:00,Sarajevo,ESE,3.8,929.4,9.6,67,
14,04.12.2020.,09:00,Sarajevo,ESE,3.8,929.4,9.6,67,
14,04.12.2020.,10:00,Sarajevo,ESE,3.6,929.9,11.8,57,
14,04.12.2020.,10:00,Sarajevo,ESE,3.6,929.9,11.8,57,
14,04.12.2020.,10:00,Sarajevo,ESE,3.6,929.9,11.8,57,
14,04.12.2020.,10:00,Sarajevo,ESE,3.6,929.9,11.8,57,
14,04.12.2020.,11:00,Sarajevo,SE,3.1,930.1,12.1,57,
14,04.12.2020.,11:00,Sarajevo,SE,3.1,930.1,12.1,57,
14,04.12.2020.,11:00,Sarajevo,SE,3.1,930.1,12.1,57,
14,04.12.2020.,11:00,Sarajevo,SE,3.1,930.1,12.1,57,
14,04.12.2020.,12:00,Sarajevo,W,1.6,930.3,12.1,60,
14,04.12.2020.,12:00,Sarajevo,W,1.6,930.3,12.1,60,
14,04.12.2020.,12:00,Sarajevo,W,1.6,930.3,12.1,60,
14,04.12.2020.,12:00,Sarajevo,W,1.6,930.3,12.1,60,
14,04.12.2020.,13:00,Sarajevo,WNW,1.0,930.5,12.1,62,
14,04.12.2020.,13:00,Sarajevo,WNW,1.0,930.5,12.1,62,
14,04.12.2020.,13:00,Sarajevo,WNW,1.0,930.5,12.1,62,
14,04.12.2020.,13:00,Sarajevo,WNW,1.0,930.5,12.1,62,
14,04.12.2020.,14:00,Sarajevo,SSW,1.5,930.5,12.4,59,
14,04.12.2020.,14:00,Sarajevo,SSW,1.5,930.5,12.4,59,
14,04.12.2020.,14:00,Sarajevo,SSW,1.5,930.5,12.4,59,
14,04.12.2020.,14:00,Sarajevo,SSW,1.5,930.5,12.4,59,
14,04.12.2020.,15:00,Sarajevo,SE,2.6,930.8,12.6,54,
14,05.12.2020.,07:00,Sarajevo,ESE,1.1,934.9,8.7,67,
14,05.12.2020.,08:00,Sarajevo,SW,1.2,935.4,9.9,64,
14,05.12.2020.,08:00,Sarajevo,SW,1.2,935.4,9.9,64,
14,05.12.2020.,08:00,Sarajevo,SW,1.2,935.4,9.9,64,
14,05.12.2020.,08:00,Sarajevo,SW,1.2,935.4,9.9,64,
14,05.12.2020.,09:00,Sarajevo,SSE,1.5,935.5,13.8,49,
14,05.12.2020.,09:00,Sarajevo,SSE,1.5,935.5,13.8,49,
14,05.12.2020.,12:00,Sarajevo,SSW,1.5,935.3,13.9,48,
14,05.12.2020.,12:00,Sarajevo,SSW,1.5,935.3,13.9,48,
14,05.12.2020.,13:00,Sarajevo,SW,3.3,935.5,12.9,54,
14,06.12.2020.,15:00,Sarajevo,SE,4.5,931.2,15.3,38,
14,06.12.2020.,18:00,Sarajevo,ESE,4.6,930.4,12.7,47,
14,06.12.2020.,18:00,Sarajevo,ESE,4.6,930.4,12.7,47,
14,06.12.2020.,18:00,Sarajevo,ESE,4.6,930.4,12.7,47,
14,06.12.2020.,18:00,Sarajevo,ESE,4.6,930.4,12.7,47,
14,06.12.2020.,19:00,Sarajevo,SE,4.3,930.0,11.8,51,
14,06.12.2020.,19:00,Sarajevo,SE,4.3,930.0,11.8,51,
14,06.12.2020.,19:00,Sarajevo,SE,4.3,930.0,11.8,51,
14,06.12.2020.,19:00,Sarajevo,SE,4.3,930.0,11.8,51,
14,,20:00,Sarajevo,ESE,4.3,929.7,12.8,48,
14,,20:00,Sarajevo,ESE,4.3,929.7,12.8,48,
14,,20:00,Sarajevo,ESE,4.3,929.7,12.8,48,
14,,20:00,Sarajevo,ESE,4.3,929.7,12.8,48,
14,,21:00,Sarajevo,ESE,6.6,929.0,13.6,45,
14,,21:00,Sarajevo,ESE,6.6,929.0,13.6,45,
14,,21:00,Sarajevo,ESE,6.6,929.0,13.6,45,
14,,21:00,Sarajevo,ESE,6.6,929.0,13.6,45,
14,,07:00,Sarajevo,SE,3.0,931.5,8.8,68,
14,,08:00,Sarajevo,SSE,1.5,932.3,8.9,69,
14,,08:00,Sarajevo,SSE,1.5,932.3,8.9,69,
14,,08:00,Sarajevo,SSE,1.5,932.3,8.9,69,
14,,08:00,Sarajevo,SSE,1.5,932.3,8.9,69,
14,,09:00,Sarajevo,ESE,1.1,932.7,8.9,70,
14,,09:00,Sarajevo,ESE,1.1,932.7,8.9,70,
14,,10:00,Sarajevo,WSW,0.8,933.0,9.7,68,
14,,10:00,Sarajevo,WSW,0.8,933.0,9.7,68,
14,,10:00,Sarajevo,WSW,0.8,933.0,9.7,68,
14,,11:00,Sarajevo,SW,1.5,932.8,10.8,61,
14,,11:00,Sarajevo,SW,1.5,932.8,10.8,61,
14,,11:00,Sarajevo,SW,1.5,932.8,10.8,61,
14,,11:00,Sarajevo,SW,1.5,932.8,10.8,61,
14,,12:00,Sarajevo,WSW,1.4,932.6,11.0,59,
14,,12:00,Sarajevo,WSW,1.4,932.6,11.0,59,
14,,12:00,Sarajevo,WSW,1.4,932.6,11.0,59,
14,,12:00,Sarajevo,WSW,1.4,932.6,11.0,59,
14,,13:00,Sarajevo,WSW,1.5,932.9,11.3,57,
14,,13:00,Sarajevo,WSW,1.5,932.9,11.3,57,
14,,13:00,Sarajevo,WSW,1.5,932.9,11.3,57,
14,,13:00,Sarajevo,WSW,1.5,932.9,11.3,57,
14,,14:00,Sarajevo,SSW,2.1,932.6,11.0,54,
14,,14:00,Sarajevo,SSW,2.1,932.6,11.0,54,
14,,14:00,Sarajevo,SSW,2.1,932.6,11.0,54,
14,,14:00,Sarajevo,SSW,2.1,932.6,11.0,54,
14,,14:00,Sarajevo,SSW,2.1,932.6,11.0,54,
14,,15:00,Sarajevo,SW,1.6,933.0,11.0,54,
14,,17:00,Sarajevo,WNW,0.6,934.0,8.9,62,
14,,19:00,Sarajevo,SSW,1.6,934.8,8.7,60,
14,,20:00,Sarajevo,WNW,0.8,935.0,7.3,65,
14,,20:00,Sarajevo,WNW,0.8,935.0,7.3,65,
14,,20:00,Sarajevo,WNW,0.8,935.0,7.3,65,
14,,20:00,Sarajevo,WNW,0.8,935.0,7.3,65,
14,,21:00,Sarajevo,SE,1.1,935.3,7.0,67,
14,,21:00,Sarajevo,SE,1.1,935.3,7.0,67,
14,,07:00,Sarajevo,ESE,3.6,935.7,1.9,81,
14,,08:00,Sarajevo,ESE,3.7,936.2,4.5,76,
14,,08:00,Sarajevo,ESE,3.7,936.2,4.5,76,
14,,08:00,Sarajevo,ESE,3.7,936.2,4.5,76,
14,,08:00,Sarajevo,ESE,3.7,936.2,4.5,76,
14,,09:00,Sarajevo,ESE,3.4,935.9,5.4,70,
14,,09:00,Sarajevo,ESE,3.4,935.9,5.4,70,
14,,09:00,Sarajevo,ESE,3.4,935.9,5.4,70,
14,,09:00,Sarajevo,ESE,3.4,935.9,5.4,70,
14,,10:00,Sarajevo,ESE,2.7,935.7,7.9,61,
14,,10:00,Sarajevo,ESE,2.7,935.7,7.9,61,
14,,10:00,Sarajevo,ESE,2.7,935.7,7.9,61,
14,,10:00,Sarajevo,ESE,2.7,935.7,7.9,61,
14,,11:00,Sarajevo,ESE,1.3,935.1,8.4,63,
14,,11:00,Sarajevo,ESE,1.3,935.1,8.4,63,
14,,11:00,Sarajevo,ESE,1.3,935.1,8.4,63,
14,,11:00,Sarajevo,ESE,1.3,935.1,8.4,63,
14,,12:00,Sarajevo,E,0.9,934.5,11.0,53,
14,,12:00,Sarajevo,E,0.9,934.5,11.0,53,
14,,12:00,Sarajevo,E,0.9,934.5,11.0,53,
14,,12:00,Sarajevo,E,0.9,934.5,11.0,53,
14,,13:00,Sarajevo,SSW,1.2,934.0,11.2,52,
14,,13:00,Sarajevo,SSW,1.2,934.0,11.2,52,
14,,13:00,Sarajevo,SSW,1.2,934.0,11.2,52,
14,,13:00,Sarajevo,SSW,1.2,934.0,11.2,52,
14,,14:00,Sarajevo,SE,2.5,933.7,11.1,52,
14,,14:00,Sarajevo,SE,2.5,933.7,11.1,52,
14,,14:00,Sarajevo,SE,2.5,933.7,11.1,52,
14,,14:00,Sarajevo,SE,2.5,933.7,11.1,52,
14,,15:00,Sarajevo,SSE,3.0,933.5,11.2,51,
14,,20:00,Sarajevo,ESE,4.0,933.0,9.7,55,
14,,20:00,Sarajevo,ESE,4.0,933.0,9.7,55,
14,,21:00,Sarajevo,ESE,4.7,932.9,9.8,58,
14,,21:00,Sarajevo,ESE,4.7,932.9,9.8,58,
14,,21:00,Sarajevo,ESE,4.7,932.9,9.8,58,
14,,21:00,Sarajevo,ESE,4.7,932.9,9.8,58,
14,,22:00,Sarajevo,ESE,5.1,932.5,9.2,61,
14,,07:00,Sarajevo,SE,2.1,930.7,7.0,85,4.3
14,,08:00,Sarajevo,SSE,1.8,930.9,6.6,89,2.8
14,,08:00,Sarajevo,SSE,1.8,930.9,6.6,89,2.8
14,,08:00,Sarajevo,SSE,1.8,930.9,6.6,89,2.8
14,,08:00,Sarajevo,SSE,1.8,930.9,6.6,89,2.8
14,,09:00,Sarajevo,SW,1.0,931.4,6.6,92,1.7
14,,09:00,Sarajevo,SW,1.0,931.4,6.6,92,1.7
14,,09:00,Sarajevo,SW,1.0,931.4,6.6,92,1.7
14,,09:00,Sarajevo,SW,1.0,931.4,6.6,92,1.7
14,,10:00,Sarajevo,E,1.4,931.7,6.3,91,7.7
14,,10:00,Sarajevo,E,1.4,931.7,6.3,91,7.7
14,,10:00,Sarajevo,E,1.4,931.7,6.3,91,7.7
14,,10:00,Sarajevo,E,1.4,931.7,6.3,91,7.7
14,,11:00,Sarajevo,ESE,4.9,931.4,5.7,87,7.8
14,,11:00,Sarajevo,ESE,4.9,931.4,5.7,87,7.8
14,,11:00,Sarajevo,ESE,4.9,931.4,5.7,87,7.8
14,,11:00,Sarajevo,ESE,4.9,931.4,5.7,87,7.8
14,,12:00,Sarajevo,ESE,5.4,930.9,4.8,89,8.0
14,,12:00,Sarajevo,ESE,5.4,930.9,4.8,89,8.0
14,,12:00,Sarajevo,ESE,5.4,930.9,4.8,89,8.0
14,,12:00,Sarajevo,ESE,5.4,930.9,4.8,89,8.0
14,,13:00,Sarajevo,ESE,4.7,930.2,4.6,90,8.4
14,,13:00,Sarajevo,ESE,4.7,930.2,4.6,90,8.4
14,,13:00,Sarajevo,ESE,4.7,930.2,4.6,90,8.4
14,,13:00,Sarajevo,ESE,4.7,930.2,4.6,90,8.4
14,,14:00,Sarajevo,ESE,5.2,930.0,4.6,89,4.4
14,,14:00,Sarajevo,ESE,5.2,930.0,4.6,89,4.4
14,,14:00,Sarajevo,ESE,5.2,930.0,4.6,89,4.4
14,,14:00,Sarajevo,ESE,5.2,930.0,4.6,89,4.4
14,,15:00,Sarajevo,SE,3.8,929.2,4.6,92,5.8
14,,15:00,Sarajevo,SE,3.8,929.2,4.6,92,5.8
14,,15:00,Sarajevo,SE,3.8,929.2,4.6,92,5.8
14,10.12.2020.,07:00,Sarajevo,ESE,2.1,930.5,3.7,91,
14,10.12.2020.,08:00,Sarajevo,ESE,0.6,930.9,3.3,95,
14,10.12.2020.,08:00,Sarajevo,ESE,0.6,930.9,3.3,95,
14,10.12.2020.,08:00,Sarajevo,ESE,0.6,930.9,3.3,95,
14,10.12.2020.,08:00,Sarajevo,ESE,0.6,930.9,3.3,95,
14,10.12.2020.,09:00,Sarajevo,SSE,1.2,931.3,4.2,95,
14,10.12.2020.,11:00,Sarajevo,W,1.0,930.7,6.2,92,
14,10.12.2020.,11:00,Sarajevo,W,1.0,930.7,6.2,92,
14,10.12.2020.,12:00,Sarajevo,SSW,1.2,930.3,7.4,80,
14,10.12.2020.,12:00,Sarajevo,SSW,1.2,930.3,7.4,80,
14,10.12.2020.,12:00,Sarajevo,SSW,1.2,930.3,7.4,80,
14,10.12.2020.,12:00,Sarajevo,SSW,1.2,930.3,7.4,80,
14,10.12.2020.,13:00,Sarajevo,SE,0.9,930.1,7.3,83,
14,10.12.2020.,13:00,Sarajevo,SE,0.9,930.1,7.3,83,
14,10.12.2020.,13:00,Sarajevo,SE,0.9,930.1,7.3,83,
14,10.12.2020.,13:00,Sarajevo,SE,0.9,930.1,7.3,83,
14,10.12.2020.,14:00,Sarajevo,SSW,1.1,930.1,8.3,74,
14,10.12.2020.,14:00,Sarajevo,SSW,1.1,930.1,8.3,74,
14,10.12.2020.,14:00,Sarajevo,SSW,1.1,930.1,8.3,74,
14,10.12.2020.,14:00,Sarajevo,SSW,1.1,930.1,8.3,74,
14,10.12.2020.,15:00,Sarajevo,S,1.6,930.2,9.4,58,
14,10.12.2020.,17:00,Sarajevo,ESE,2.1,931.0,6.3,73,
14,10.12.2020.,18:00,Sarajevo,ESE,2.5,931.2,5.2,76,
14,10.12.2020.,18:00,Sarajevo,ESE,2.5,931.2,5.2,76,
14,10.12.2020.,18:00,Sarajevo,ESE,2.5,931.2,5.2,76,
14,10.12.2020.,18:00,Sarajevo,ESE,2.5,931.2,5.2,76,
14,10.12.2020.,19:00,Sarajevo,ESE,1.7,931.8,4.8,78,
14,10.12.2020.,19:00,Sarajevo,ESE,1.7,931.8,4.8,78,
14,10.12.2020.,19:00,Sarajevo,ESE,1.7,931.8,4.8,78,
14,10.12.2020.,19:00,Sarajevo,ESE,1.7,931.8,4.8,78,
14,10.12.2020.,20:00,Sarajevo,ESE,1.1,932.0,4.6,80,
14,10.12.2020.,20:00,Sarajevo,ESE,1.1,932.0,4.6,80,
14,10.12.2020.,20:00,Sarajevo,ESE,1.1,932.0,4.6,80,
14,10.12.2020.,20:00,Sarajevo,ESE,1.1,932.0,4.6,80,
14,10.12.2020.,21:00,Sarajevo,ESE,2.4,932.1,4.8,78,
14,10.12.2020.,21:00,Sarajevo,ESE,2.4,932.1,4.8,78,
14,10.12.2020.,21:00,Sarajevo,ESE,2.4,932.1,4.8,78,
14,10.12.2020.,21:00,Sarajevo,ESE,2.4,932.1,4.8,78,
14,10.12.2020.,22:00,Sarajevo,ESE,1.9,932.4,3.8,81,
14,10.12.2020.,22:00,Sarajevo,ESE,1.9,932.4,3.8,81,
14,10.12.2020.,22:00,Sarajevo,ESE,1.9,932.4,3.8,81,
14,11.12.2020.,07:00,Sarajevo,E,2.2,932.6,2.9,86,
14,11.12.2020.,08:00,Sarajevo,ESE,2.5,932.5,3.2,85,
14,11.12.2020.,08:00,Sarajevo,ESE,2.5,932.5,3.2,85,
14,11.12.2020.,08:00,Sarajevo,ESE,2.5,932.5,3.2,85,
14,11.12.2020.,08:00,Sarajevo,ESE,2.5,932.5,3.2,85,
14,11.12.2020.,09:00,Sarajevo,SE,1.1,932.4,3.7,86,
14,11.12.2020.,09:00,Sarajevo,SE,1.1,932.4,3.7,86,
14,11.12.2020.,09:00,Sarajevo,SE,1.1,932.4,3.7,86,
14,11.12.2020.,09:00,Sarajevo,SE,1.1,932.4,3.7,86,
14,11.12.2020.,10:00,Sarajevo,SSE,1.8,932.2,5.9,77,
14,11.12.2020.,10:00,Sarajevo,SSE,1.8,932.2,5.9,77,
14,11.12.2020.,10:00,Sarajevo,SSE,1.8,932.2,5.9,77,
14,11.12.2020.,10:00,Sarajevo,SSE,1.8,932.2,5.9,77,
14,11.12.2020.,11:00,Sarajevo,SW,0.9,931.7,6.8,71,
14,11.12.2020.,11:00,Sarajevo,SW,0.9,931.7,6.8,71,
14,11.12.2020.,11:00,Sarajevo,SW,0.9,931.7,6.8,71,
14,11.12.2020.,11:00,Sarajevo,SW,0.9,931.7,6.8,71,
14,11.12.2020.,12:00,Sarajevo,SW,0.8,930.8,7.7,67,
14,11.12.2020.,12:00,Sarajevo,SW,0.8,930.8,7.7,67,
14,11.12.2020.,12:00,Sarajevo,SW,0.8,930.8,7.7,67,
14,11.12.2020.,12:00,Sarajevo,SW,0.8,930.8,7.7,67,
14,11.12.2020.,13:00,Sarajevo,W,0.9,930.2,7.7,71,
14,11.12.2020.,13:00,Sarajevo,W,0.9,930.2,7.7,71,
14,11.12.2020.,13:00,Sarajevo,W,0.9,930.2,7.7,71,
14,11.12.2020.,13:00,Sarajevo,W,0.9,930.2,7.7,71,
14,11.12.2020.,14:00,Sarajevo,SSW,0.7,929.6,7.5,73,
14,11.12.2020.,14:00,Sarajevo,SSW,0.7,929.6,7.5,73,
14,11.12.2020.,14:00,Sarajevo,SSW,0.7,929.6,7.5,73,
14,11.12.2020.,14:00,Sarajevo,SSW,0.7,929.6,7.5,73,
14,11.12.2020.,15:00,Sarajevo,W,0.8,929.5,6.5,78,
14,11.12.2020.,15:00,Sarajevo,W,0.8,929.5,6.5,78,
14,13.12.2020.,16:00,Sarajevo,W,0.6,935.5,4.0,86,
14,13.12.2020.,17:00,Sarajevo,E,0.4,936.0,3.7,87,
14,13.12.2020.,17:00,Sarajevo,E,0.4,936.0,3.7,87,
14,13.12.2020.,17:00,Sarajevo,E,0.4,936.0,3.7,87,
14,13.12.2020.,17:00,Sarajevo,E,0.4,936.0,3.7,87,
14,14.12.2020.,08:00,Sarajevo,NNW,1.1,941.6,2.3,89,
14,14.12.2020.,08:00,Sarajevo,NNW,1.1,941.6,2.3,89,
14,14.12.2020.,09:00,Sarajevo,WNW,0.6,942.0,2.9,88,
14,14.12.2020.,09:00,Sarajevo,WNW,0.6,942.0,2.9,88,
14,14.12.2020.,09:00,Sarajevo,WNW,0.6,942.0,2.9,88,
14,14.12.2020.,09:00,Sarajevo,WNW,0.6,942.0,2.9,88,
14,14.12.2020.,10:00,Sarajevo,WNW,0.8,942.5,3.3,85,
14,14.12.2020.,10:00,Sarajevo,WNW,0.8,942.5,3.3,85,
14,14.12.2020.,10:00,Sarajevo,WNW,0.8,942.5,3.3,85,
14,14.12.2020.,10:00,Sarajevo,WNW,0.8,942.5,3.3,85,
14,14.12.2020.,11:00,Sarajevo,NW,1.0,942.2,3.8,81,
14,14.12.2020.,11:00,Sarajevo,NW,1.0,942.2,3.8,81,
14,14.12.2020.,11:00,Sarajevo,NW,1.0,942.2,3.8,81,
14,14.12.2020.,11:00,Sarajevo,NW,1.0,942.2,3.8,81,
14,14.12.2020.,12:00,Sarajevo,W,0.8,942.0,4.5,76,
14,14.12.2020.,12:00,Sarajevo,W,0.8,942.0,4.5,76,
14,14.12.2020.,12:00,Sarajevo,W,0.8,942.0,4.5,76,
14,14.12.2020.,12:00,Sarajevo,W,0.8,942.0,4.5,76,
14,14.12.2020.,13:00,Sarajevo,WNW,0.8,942.2,4.5,73,
14,14.12.2020.,13:00,Sarajevo,WNW,0.8,942.2,4.5,73,
14,14.12.2020.,13:00,Sarajevo,WNW,0.8,942.2,4.5,73,
14,14.12.2020.,13:00,Sarajevo,WNW,0.8,942.2,4.5,73,
14,14.12.2020.,14:00,Sarajevo,NW,1.7,942.2,4.2,75,
14,14.12.2020.,14:00,Sarajevo,NW,1.7,942.2,4.2,75,
14,14.12.2020.,14:00,Sarajevo,NW,1.7,942.2,4.2,75,
14,14.12.2020.,14:00,Sarajevo,NW,1.7,942.2,4.2,75,
14,14.12.2020.,15:00,Sarajevo,NW,1.5,942.7,4.1,75,
14,15.12.2020.,07:00,Sarajevo,NE,0.5,945.3,-1.6,93,
14,15.12.2020.,08:00,Sarajevo,W,0.5,945.6,-1.4,95,
14,15.12.2020.,08:00,Sarajevo,W,0.5,945.6,-1.4,95,
14,15.12.2020.,08:00,Sarajevo,W,0.5,945.6,-1.4,95,
14,15.12.2020.,08:00,Sarajevo,W,0.5,945.6,-1.4,95,
14,15.12.2020.,09:00,Sarajevo,S,0.6,945.6,2.5,87,
14,15.12.2020.,09:00,Sarajevo,S,0.6,945.6,2.5,87,
14,15.12.2020.,09:00,Sarajevo,S,0.6,945.6,2.5,87,
14,15.12.2020.,09:00,Sarajevo,S,0.6,945.6,2.5,87,
14,15.12.2020.,10:00,Sarajevo,SSW,0.9,945.5,4.4,71,
14,15.12.2020.,10:00,Sarajevo,SSW,0.9,945.5,4.4,71,
14,15.12.2020.,10:00,Sarajevo,SSW,0.9,945.5,4.4,71,
14,15.12.2020.,10:00,Sarajevo,SSW,0.9,945.5,4.4,71,
14,15.12.2020.,11:00,Sarajevo,WSW,1.4,945.1,3.3,74,
14,15.12.2020.,11:00,Sarajevo,WSW,1.4,945.1,3.3,74,
14,15.12.2020.,11:00,Sarajevo,WSW,1.4,945.1,3.3,74,
14,15.12.2020.,11:00,Sarajevo,WSW,1.4,945.1,3.3,74,
14,15.12.2020.,12:00,Sarajevo,WSW,1.1,944.4,4.0,73,
14,15.12.2020.,12:00,Sarajevo,WSW,1.1,944.4,4.0,73,
14,15.12.2020.,12:00,Sarajevo,WSW,1.1,944.4,4.0,73,
14,15.12.2020.,13:00,Sarajevo,WSW,1.0,943.8,5.1,70,
14,15.12.2020.,13:00,Sarajevo,WSW,1.0,943.8,5.1,70,
14,15.12.2020.,13:00,Sarajevo,WSW,1.0,943.8,5.1,70,
14,15.12.2020.,13:00,Sarajevo,WSW,1.0,943.8,5.1,70,
14,15.12.2020.,14:00,Sarajevo,WSW,1.0,943.6,6.9,64,
14,15.12.2020.,14:00,Sarajevo,WSW,1.0,943.6,6.9,64,
14,15.12.2020.,14:00,Sarajevo,WSW,1.0,943.6,6.9,64,
14,15.12.2020.,14:00,Sarajevo,WSW,1.0,943.6,6.9,64,
14,15.12.2020.,15:00,Sarajevo,W,1.0,943.9,6.8,65,
14,15.12.2020.,15:00,Sarajevo,W,1.0,943.9,6.8,65,
14,15.12.2020.,15:00,Sarajevo,W,1.0,943.9,6.8,65,
14,15.12.2020.,15:00,Sarajevo,W,1.0,943.9,6.8,65,
14,15.12.2020.,17:00,Sarajevo,ESE,0.9,944.9,3.0,80,
14,15.12.2020.,17:00,Sarajevo,ESE,0.9,944.9,3.0,80,
14,15.12.2020.,17:00,Sarajevo,ESE,0.9,944.9,3.0,80,
14,15.12.2020.,18:00,Sarajevo,SSE,0.4,945.3,1.9,87,
14,15.12.2020.,18:00,Sarajevo,SSE,0.4,945.3,1.9,87,
14,15.12.2020.,18:00,Sarajevo,SSE,0.4,945.3,1.9,87,
14,15.12.2020.,18:00,Sarajevo,SSE,0.4,945.3,1.9,87,
14,15.12.2020.,19:00,Sarajevo,ESE,1.1,945.4,1.7,90,
14,15.12.2020.,19:00,Sarajevo,ESE,1.1,945.4,1.7,90,
14,15.12.2020.,19:00,Sarajevo,ESE,1.1,945.4,1.7,90,
14,15.12.2020.,19:00,Sarajevo,ESE,1.1,945.4,1.7,90,
14,,07:00,Sarajevo,NE,1.5,946.3,-0.3,99,
14,,08:00,Sarajevo,W,1.1,947.3,-0.9,99,
14,,08:00,Sarajevo,W,1.1,947.3,-0.9,99,
14,,08:00,Sarajevo,W,1.1,947.3,-0.9,99,
14,,08:00,Sarajevo,W,1.1,947.3,-0.9,99,
14,16.12.2020.,09:00,Sarajevo,ESE,1.9,947.8,-0.5,99,
14,16.12.2020.,09:00,Sarajevo,ESE,1.9,947.8,-0.5,99,
14,16.12.2020.,09:00,Sarajevo,ESE,1.9,947.8,-0.5,99,
14,16.12.2020.,09:00,Sarajevo,ESE,1.9,947.8,-0.5,99,
14,16.12.2020.,10:00,Sarajevo,NW,1.7,947.5,0.7,99,
14,16.12.2020.,10:00,Sarajevo,NW,1.7,947.5,0.7,99,
14,16.12.2020.,10:00,Sarajevo,NW,1.7,947.5,0.7,99,
14,16.12.2020.,10:00,Sarajevo,NW,1.7,947.5,0.7,99,
14,16.12.2020.,11:00,Sarajevo,WSW,1.3,947.3,1.4,98,
